[header]
width=20
height=12
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Documents/UnityProjects/TileEngine/Assets/Resources/TileSet_Grass.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
13,13,45,46,47,13,13,13,13,13,13,13,13,13,34,35,36,13,13,13,
13,13,45,46,47,13,13,13,13,13,13,13,13,13,45,46,47,13,13,13,
13,13,45,46,19,35,35,35,35,36,13,13,13,13,56,57,58,30,31,13,
13,13,56,57,57,57,57,57,9,47,13,13,13,13,32,33,13,41,42,13,
13,13,13,13,13,13,13,13,45,47,13,48,49,13,43,44,13,13,13,13,
13,13,13,13,13,30,31,13,45,47,13,59,60,13,13,13,13,13,13,13,
13,26,27,13,13,41,42,13,45,47,13,13,13,13,13,34,35,36,13,13,
13,37,38,13,13,13,13,13,45,47,13,13,13,13,13,45,46,47,13,13,
13,13,13,13,13,13,13,13,45,47,13,13,13,13,13,56,57,58,13,13,
13,13,13,13,13,6,7,13,45,47,13,6,7,13,13,6,7,13,13,13,
13,13,13,13,13,17,18,13,45,47,13,17,18,13,13,17,18,13,13,13,
13,13,13,13,13,13,13,13,45,47,13,13,13,13,13,13,13,13,13,13

